19:51:18.470 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
19:54:55.081 |V| ModuleReferenceResolveSync    | :1                 | QueueOutputAssemblyReferencesResolve (0pcs)[]
19:54:55.156 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 1.669sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Schedule throwing initial change)') QueueSize=-3
19:54:55.357 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 1.870sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Schedule throwing initial change)') QueueSize=-3
19:54:55.559 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 2.071sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Schedule throwing initial change)') QueueSize=-3
19:54:55.762 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 2.273sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Schedule throwing initial change)') QueueSize=-3
19:54:55.977 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 2.490sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Schedule throwing initial change)') QueueSize=-3
19:54:56.139 |V| ModuleReferenceResolveSync    | :1                 | QueueOutputAssemblyReferencesResolve (0pcs)[]
19:54:56.157 |I| SolutionTelemetryHost         | :1                 | Execute task [InitialSynchronizeSolution] 'CppUE4SolutionDetector: Read from Unreal cache'
19:54:56.178 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread was unresponsive for 2.490sec
19:54:56.178 |I| SolutionTelemetryHost         | :1                 | Execute task [InitialSynchronizeSolution] 'SolutionLoadListenersManager::InitialSynchronizeSolution'
19:54:56.260 |I| SolutionTelemetryHost         | :1                 | Execute task [InitialSynchronizeSolution] 'Update project model for projects'
19:54:56.271 |V| SolutionHostSync              | :1                 | Update project model for project 'project'
19:54:56.280 |V| SolutionHostSync              | :1                 | Update project project [descriptor = project, parent = NULL]
19:54:56.781 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 0.626sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Update project model for projects)') QueueSize=-1
19:54:56.982 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 0.827sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Update project model for projects)') QueueSize=-1
19:54:57.043 |I| SolutionTelemetryHost         | :1                 | Execute task [InitialSynchronizeSolution] 'Validate project model'
19:54:57.052 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'ProjectModelCaches start listening to the ChangeManager'
19:54:57.053 |V| SolutionTelemetryHost         | :1                 | <Measured> "SolutionLoad.Preparing.Psi"  value=192399ms
19:54:57.062 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\model2\ExtraData\BinaryOutputInProjectJson.cs::.ctor{View}'
19:54:57.075 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\model2\References\Impl\SdkReferenceFactory.cs::.ctor{View}'
19:54:57.079 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\model2\ExtraData\FilesByMask\ExcludesByMaskInProjectJsonDataProvider.cs::.ctor{View}'
19:54:57.096 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\impl\reflection2\ExternalAnnotations\SolutionExternalAnnotationsFileProvider.cs::.ctor{View}'
19:54:57.099 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\impl\ProjectManagerBase.cs::View{View}'
19:54:57.100 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\model2\Properties\ExcludedProjects\ExcludedProjects.cs::SetSolution{View}'
19:54:57.109 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Subscribe to changes from CLion'
19:54:57.109 |I| RadProjectModelHost           | :1                 | SolutionStructureReady => processing missed MustReload event(s)
19:54:57.119 |I| RadProjectModelHost           | :1                 | Reloading backend project 'project' at '/data/project'
19:54:57.156 |V| SolutionHost                  | :1                 | Load and sync 1 projects...
19:54:57.178 |I| ProjectModelViewHost          | :1                 | Change strategy: UpdateImmediatelyStrategy`464431533 -> BatchCookieStrategy`447147775
19:54:57.178 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: True
19:54:57.190 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread was unresponsive for 0.827sec
19:54:57.198 |I| ProjectModelViewHost          | :1                 | Change strategy: BatchCookieStrategy`447147775 -> UpdateImmediatelyStrategy`464431533
19:54:57.198 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: False
19:54:57.211 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\impl\ProjectManagerBase.cs::View{View}'
19:54:57.214 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\UE4\CppUE4SolutionDetector.cs::.ctor{View}'
19:54:57.230 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\impl\ProjectManagerBase.cs::View{View}'
19:54:57.230 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\GlobalUsings\GlobalUsingsGeneratedFileDataProvider.cs::.ctor{View}'
19:54:57.231 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\ProjectLocations.cs::.ctor{View}'
19:54:57.239 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\Dependencies\ModuleIdFactory.cs::.ctor{View}'
19:54:57.246 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\ConsoleRunner\NetCoreChecker.cs::.ctor{View}'
19:54:57.249 |V| DotnetToolsSolutionLoadOperation| JetPool(S) #1:18   | DotnetToolsSolutionLoadOperation skipped because toolset SDK is not set
19:54:57.249 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'SolutionLoadListenersManager::SolutionStructureReady'
19:54:57.271 |I| RadProjectHost                | JetPool(S) #1:18   | Loading the virtual C++ project (sources: 0, weak sources: 0, baseDir: /data/project, sourceRoots: /data/project)
19:54:57.272 |I| RadProjectHost                | JetPool(S) #1:18   | Created 0 source file descriptors took 0ms (compilation properties cache size: 0)
19:54:57.272 |I| RadProjectHost                | JetPool(S) #1:18   | Created 0 weak source file descriptors took 0ms (compilation properties cache size: 0)
19:54:57.275 |I| RadProjectModelHost           | JetPool(S) #1:18   | WaitForInitialLoad => created backend project from frontend snapshot (version: 5, descriptor: [ProjectKind: REGULAR_PROJECT, ProjectName: project, ProjectGuid: bc9ec5e9-fc21-5480-8306-7209b28d09ab, ProjectPropertiesOwnerFactoryGuid: 692368fb-bf67-445e-baf5-db1ec4c80ebf, ProjectFileLocation: , ProjectLocation: /data/project, OutputPaths: <null>, Parent: ])
19:54:57.276 |V| SolutionHost                  | JetPool(S) #1:18   | 1 projects were loaded for 00:00:00.0254912. Project Host: RadProjectHost
19:54:57.276 |V| SolutionHost                  | JetPool(S) #1:18   | <Measured> "LoadProjects.RadProjectHost"  value=25ms
19:54:57.297 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\Settings\Storages\ProjectSettingsStoragePersonal.cs::.ctor{View}'
19:54:57.317 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\NuGet\Packaging\NuGetPackageReferenceTracker.cs::.ctor{View}'
19:54:57.327 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\Services\IncrementalRunnerApplicabilityChecker.cs::.ctor{View}'
19:54:57.331 |I| ProjectModelViewHost          | :1                 | Change strategy: UpdateImmediatelyStrategy`464431533 -> BatchCookieStrategy`456335842
19:54:57.331 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: True
19:54:57.331 |I| ProjectModelViewHost          | :1                 | Change strategy: BatchCookieStrategy`456335842 -> UpdateImmediatelyStrategy`464431533
19:54:57.331 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: False
19:54:57.331 |V| SolutionHostSync              | :1                 | Update project model with 0 added, 1 updated and 0 removed projects right now
19:54:57.331 |V| SolutionHostSync              | :1                 | Update project project [descriptor = project, parent = NULL]
19:54:57.618 |V| VfsWatchRootManager           | JetPool(S) #2:19   | Ready: False
19:54:57.641 |V| FileSystemTrackerImpl         | JetPool(S) #2:19   | IgnoreChangesInFolder /tmp/NuGetScratchidea
19:54:57.797 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 0.573sec (CurrentTask: 'Update project structure') QueueSize=3
19:54:57.971 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\NuGet\Packaging\NuGetLockFileTracker.cs::.ctor{View}'
19:54:57.974 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'RdJsonBuilderRunner'
19:54:57.979 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'StartProcessingFileSystemChanges'
19:54:57.985 |V| ExternalChangeProcessorWithEditorAndDocuments| :1                 | Activity allowed
19:54:57.989 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\impl\Paths\PathMappingManagerImpl.cs::.ctor{View}'
19:54:58.008 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread was unresponsive for 0.573sec
19:54:58.020 |V| UnitTestNuGetInvalidator      | :1                 | INuGetSolutionManagerEx.IsReady = True
19:54:58.030 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Start roslyn source generator monitor'
19:54:58.044 |V| SourceGeneratorMonitor        | :1                 | Initialize monitor, enabled = False
19:54:58.068 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\impl\ProjectManagerBase.cs::View{View}'
19:54:58.070 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Src\Refreshers\LaunchSettingsRefresher.cs::.ctor{View}'
19:54:58.070 |I| SolutionTelemetryHost         | :1                 | Execute task [FireProjectItemsAdded] 'Wait JetBrains.ReSharper.Psi.impl.EditorConfig.ConfigFileProcessor'
19:54:58.086 |V| SourceGeneratorMonitor        | JetPool(S) #1:18   | Initialized -> True: MonitorInitialized=True && (RoslynDisabled=True || (PendingProjects= && (PendingOperations= && Initialized=False))). Caller=Initialize
19:54:58.086 |V| SourceGeneratorMonitor        | JetPool(S) #1:18   | UpToDate -> True: MonitorInitialized=True && (RoslynDisabled=True || (PendingProjects= && PendingOperations= && PendingSourceGeneratorsRequests=)). Caller=Initialize
19:54:58.107 |V| ConfigFileService             | JetPool(S) #2:19   | >> ConfigFileProcessor.ProcessSolution, read access allowed: False
19:54:58.198 |V| ConfigFileService             | JetPool(S) #2:19   | << ConfigFileProcessor.ProcessSolution. Total time: 0:00:00.046. Interruptible read lock time: 0:00:00.017
19:54:58.201 |I| SolutionTelemetryHost         | :1                 | Execute task [FireProjectItemsAdded] 'AssemblyInfoCache::Load'
19:54:58.203 |I| SolutionTelemetryHost         | :1                 | Execute task [FireProjectItemsAdded] 'UProjects tracking'
19:54:58.207 |I| SolutionTelemetryHost         | :1                 | Execute task [FireProjectItemsAdded] 'SolutionLoadListenersManager::FireProjectItemsAdded'
19:54:58.222 |I| SolutionTelemetryHost         | :1                 | Execute task [FireProjectItemsAdded] 'Reading Unreal Engine target info'
19:54:58.226 |I| SolutionTelemetryHost         | :1                 | Execute task [FireProjectItemsAdded] 'Open top level projects'
19:54:58.228 |V| ProjectManagerInitializer     | :1                 | Start opening System.Collections.Generic.List`1[JetBrains.ProjectModel.IProject] projects...
19:54:58.294 |V| ProjectManagerInitializer     | :1                 | Finished opening top level projects
19:54:58.295 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Open project instance Miscellaneous Files'
19:54:58.504 |V| SettingsLogging               | JetPool(S) #3:20   | SettingsChangeDispatch: now dispatching 105 unique requests.
19:54:58.515 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Open project instance &'
19:54:58.525 |V| NuGetPackageReferenceTracker  | JetPool(S) #2:19   | ProcessAllAsync: Starting (initialBuildCache = False)
19:54:58.525 |V| NuGetPackageReferenceTracker  | JetPool(S) #2:19   | ProcessAllAsync: Cancel (myIsInitialProcessingCompleted = False, initialBuildCache = false)
19:54:58.573 |V| OutputAssemblies              | :1                 | Update output assembly for project & [f5134ba9-881b-4d06-ac20-1a1662db5420] started
19:54:58.593 |I| SolutionTelemetryHost         | :1                 | Execute task [SolutionStructureReady] 'Open project instance project'
19:54:58.601 |V| OutputAssemblies              | JetPool(S) #1:18   | Update output assembly for project & [f5134ba9-881b-4d06-ac20-1a1662db5420] output paths: (1pc)[“(, )”]
19:54:58.613 |V| OutputAssemblies              | JetPool(S) #1:18   | Update output assembly for project & [f5134ba9-881b-4d06-ac20-1a1662db5420] waiting for 0 task(s)
19:54:58.613 |V| OutputAssemblies              | JetPool(S) #1:18   | Update output assembly for project & [f5134ba9-881b-4d06-ac20-1a1662db5420] finished
19:54:58.613 |V| OutputAssemblies              | JetPool(S) #1:18   | <Measured> "Update output assembly for project & [f5134ba9-881b-4d06-ac20-1a1662db5420]"  value=41ms
19:54:58.618 |V| NuGetPackageReferenceTracker  | JetPool(S) #1:18   | ProcessAllAsync: Starting (initialBuildCache = False)
19:54:58.618 |V| NuGetPackageReferenceTracker  | JetPool(S) #1:18   | ProcessAllAsync: Cancel (myIsInitialProcessingCompleted = False, initialBuildCache = false)
19:54:58.621 |V| CppUE4SolutionDetector        | :1                 | Checking if 'project' is Unreal Engine project...
19:54:58.623 |V| CppUE4SolutionDetector        | :1                 | This is NOT Unreal Engine solution.
19:54:58.770 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:21   | ProcessAllAsync: Starting (initialBuildCache = False)
19:54:58.770 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:21   | ProcessAllAsync: Cancel (myIsInitialProcessingCompleted = False, initialBuildCache = false)
19:54:59.064 |I| SolutionTelemetryHost         | :1                 | Execute task [FireProjectItemsAdded] 'Raise All Projects Added Task'
19:54:59.239 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 0.644sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=1
19:54:59.559 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 0.966sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=1
19:54:59.793 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 1.200sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=1
19:55:00.080 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 1.401sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=1
19:55:00.195 |V| LevelDbAutocommitTransaction  | JetPool(S) #1:18   | <Measured> "TransactionContentChanged.FireCommit"  time=28ms
19:55:00.207 |V| AddModule                     | :1                 | Selected .NETFramework,Version=v2.0 for Default from .NETFramework,Version=v2.0;.NETStandard,Version=v1.0;.NETStandard,Version=v2.0;.NETPortable,Version=v4.0,Profile=Profile328
19:55:00.281 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 1.688sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=1
19:55:00.408 |I| ProjectModelViewHost          | :1                 | Change strategy: UpdateImmediatelyStrategy`464431533 -> BatchCookieStrategy`449171347
19:55:00.409 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: True
19:55:00.482 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 1.889sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=1
19:55:00.499 |I| ProjectModelViewHost          | :1                 | Change strategy: BatchCookieStrategy`449171347 -> UpdateImmediatelyStrategy`464431533
19:55:00.499 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: False
19:55:00.509 |V| ModuleReferenceResolveSync    | :1                 | QueueOutputAssemblyReferencesResolve (0pcs)[]
19:55:00.689 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 2.090sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=1
19:55:00.890 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 2.297sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=2
19:55:01.091 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 2.498sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=2
19:55:01.297 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 2.699sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=2
19:55:01.365 |V| LevelDbAutocommitTransaction  | JetPool(S) #1:18   | <Measured> "TransactionContentChanged.FireCommit"  time=25ms
19:55:01.498 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 2.905sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=2
19:55:01.699 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 3.106sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=2
19:55:02.000 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 3.307sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=2
19:55:02.201 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 3.519sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:02.402 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 3.720sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:02.613 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 3.931sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:02.743 |V| PsiCacheRegistry              | :1                 | PsiCaches: <len=15>
  PsiModuleCachingInvalidator
  SymbolTableCache
  DeclaredElementBinderService
  TypeElementInheritanceCache
  CaseSensitiveSymbolScopeRequestCache
  InternalsVisibleToCache
  AttributeInstancesProvider
  CodeAnnotationsCache
  AttributesCache
  PredefinedTypeCache
  PossibleInheritanceCache
  TypeConstraintsPerResolveContextCache
  TypeElementsPerResolveContextCache
  CacheMap
  UnitTestAttributeCache2

19:55:02.814 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 4.133sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:03.016 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 4.334sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:03.217 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 4.535sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:03.417 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 4.735sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:03.617 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 4.936sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:03.819 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 5.137sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:04.020 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 5.338sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:04.220 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 5.539sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:04.435 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 5.753sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:04.635 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 5.954sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:04.837 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 6.155sec (CurrentTask: 'ScheduleNextSolutionLoadTask (Open project instance project)') QueueSize=3
19:55:04.944 |I| SolutionTelemetryHost         | :1                 | Execute task [AfterProjectItemsAdded] 'SolutionLoadListenersManager::AfterProjectItemsAdded'
19:55:05.038 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread was unresponsive for 6.155sec
19:55:05.155 |V| SettingsLogging               | JetPool(S) #3:20   | SettingsChangeDispatch: done dispatching 105 unique requests in 6,560 ms.
19:55:05.155 |V| SettingsLogging               | JetPool(S) #3:20   | SettingsChangeDispatch: now dispatching 107 unique requests.
19:55:05.156 |V| SettingsLogging               | JetPool(S) #3:20   | SettingsChangeDispatch: done dispatching 107 unique requests in 1 ms.
19:55:05.156 |V| SettingsLogging               | JetPool(S) #3:20   | SettingsChangeDispatch: now dispatching 0 unique requests.
19:55:05.156 |V| SettingsLogging               | JetPool(S) #3:20   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
19:55:05.250 |V| RiderFileSystemChangeTracker  | :1                 | No solution or project changes detected
19:55:05.258 |V| SettingsLogging               | JetPool(S) #1:18   | SettingsChangeDispatch: now dispatching 0 unique requests.
19:55:05.258 |V| SettingsLogging               | JetPool(S) #1:18   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
19:55:05.338 |V| ExternalChangeProcessorWithEditorAndDocuments| :1                 | SpawnProcessExternalChangeActivity async at status IDLE
19:55:05.340 |V| ExternalChangeProcessorWithEditorAndDocuments| :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:55:05.406 |I| RadProjectModelHost           | :1                 | MustReload => processing updated project snapshot
19:55:05.416 |I| RadProjectModelHost           | :1                 | Reloading backend project 'project' at '/data/project'
19:55:05.422 |V| SolutionHost                  | :1                 | Load and sync 1 projects...
19:55:05.435 |I| ProjectModelViewHost          | :1                 | Change strategy: UpdateImmediatelyStrategy`464431533 -> BatchCookieStrategy`436468817
19:55:05.435 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: True
19:55:05.447 |I| ProjectModelViewHost          | :1                 | Change strategy: BatchCookieStrategy`436468817 -> UpdateImmediatelyStrategy`464431533
19:55:05.447 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: False
19:55:05.451 |I| SolutionTelemetryHost         | :1                 | Execute task [FireAssembliesAdded] 'Wait JetBrains.ProjectModel.Assemblies.Impl.ModuleReferenceResolveSync'
19:55:05.458 |V| DotnetToolsSolutionLoadOperation| JetPool(S) #1:18   | DotnetToolsSolutionLoadOperation skipped because toolset SDK is not set
19:55:05.478 |I| RadProjectHost                | JetPool(S) #1:18   | Loading the virtual C++ project (sources: 0, weak sources: 0, baseDir: /data/project, sourceRoots: /data/project)
19:55:05.478 |I| RadProjectHost                | JetPool(S) #1:18   | Created 0 source file descriptors took 0ms (compilation properties cache size: 0)
19:55:05.478 |I| RadProjectHost                | JetPool(S) #1:18   | Created 0 weak source file descriptors took 0ms (compilation properties cache size: 0)
19:55:05.491 |I| RadProjectModelHost           | JetPool(S) #1:18   | WaitForInitialLoad => created backend project from frontend snapshot (version: 6, descriptor: [ProjectKind: REGULAR_PROJECT, ProjectName: project, ProjectGuid: bc9ec5e9-fc21-5480-8306-7209b28d09ab, ProjectPropertiesOwnerFactoryGuid: 692368fb-bf67-445e-baf5-db1ec4c80ebf, ProjectFileLocation: , ProjectLocation: /data/project, OutputPaths: <null>, Parent: ])
19:55:05.492 |V| SolutionHost                  | JetPool(S) #1:18   | 1 projects were loaded for 00:00:00.0334242. Project Host: RadProjectHost
19:55:05.492 |V| SolutionHost                  | JetPool(S) #1:18   | <Measured> "LoadProjects.RadProjectHost"  value=33ms
19:55:05.584 |V| ExternalChangeProcessorWithEditorAndDocuments| :1                 | Activity 1 start
19:55:05.609 |I| ProjectModelViewHost          | :1                 | Change strategy: UpdateImmediatelyStrategy`464431533 -> BatchCookieStrategy`453503181
19:55:05.609 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: True
19:55:05.610 |I| ProjectModelViewHost          | :1                 | Change strategy: BatchCookieStrategy`453503181 -> UpdateImmediatelyStrategy`464431533
19:55:05.610 |I| ProjectModelViewHost          | :1                 | UpdateCookieRequest: False
19:55:05.610 |V| SolutionHostSync              | :1                 | Update project model with 0 added, 1 updated and 0 removed projects right now
19:55:05.610 |V| SolutionHostSync              | :1                 | Update project project [descriptor = project, parent = NULL]
19:55:05.889 |V| VfsWatchRootManager           | :1                 | Ready: True
19:55:06.051 |W| RiderPrimaryThreadWatchdog    | MainGuardAvailabilityWatchdog:30 | Primary thread didn't respond for 0.536sec (CurrentTask: 'GroupingEventHost.ExecuteExpiredEvents') QueueSize=0
19:55:06.188 |I| SolutionTelemetryHost         | :1                 | Execute task [FireAssembliesAdded] 'Fire assemblies added'
19:55:06.208 |V| ExternalChangeProcessorWithEditorAndDocuments| :1                 | OnActivityInterrupted, write lock timestamp=90, interruption=ContentWriteLockInterruptionSource: isInterruptSignalled=False, IsWriteAccessAllowed=False, IsWriteLockRequestedOrHeldBySomeThread=False, ourWriteLockEventNotificationInProcess=False, ourLockAcquisitionForbidden=0
19:55:06.211 |I| SolutionTelemetryHost         | :1                 | Execute task [FireAssembliesAdded] 'SolutionLoadListenersManager::FireAssembliesAdded'
19:55:06.217 |V| ExternalChangeProcessorWithEditorAndDocuments| :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:55:06.217 |V| ExternalChangeProcessorWithEditorAndDocuments| :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:55:06.222 |I| SolutionTelemetryHost         | :1                 | Execute task [PreparePsiModules] 'SolutionLoadListenersManager::PreparePsiModules'
19:55:06.228 |V| ExternalChangeProcessorWithEditorAndDocuments| :1                 | Activity 2 start
19:55:06.230 |I| SolutionTelemetryHost         | :1                 | Execute task [PreparePsiModules] 'Finish project model updating'
